card_id,target
C_ID_a45d84ca4c,-1.5046632
C_ID_910450843e,0.122237325
C_ID_80acf3e66d,-0.6322404
C_ID_7dd50a82e0,-1.0445737
C_ID_96f678c220,-0.39210606
C_ID_f2a9d168ab,-0.27893013
C_ID_b60dece69e,-0.2914428
C_ID_189c9c9273,-0.21970212
C_ID_465e2075eb,-0.11127061
C_ID_c3f0c16f40,-0.67370117
C_ID_34e9d87d48,-1.0044795
C_ID_3f12f3e7af,-0.43251616
C_ID_abbb3ede6a,-0.859867
C_ID_190311449f,-0.27874237
C_ID_5717269dc7,-0.15559465
C_ID_f909ce2ff1,-0.39217448
C_ID_e813cd28f5,0.43549734
C_ID_29a5062621,-0.625533
C_ID_ad758bd0d9,0.045660406
C_ID_5e00a0412d,-0.16479635
C_ID_0b81c3e4df,-1.082925
